company_name,company_url,date,review,stay_date,title,user
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"March 3, 2018",None One of the best hotels at the most affordable price you can get in Rwanda. Exceptional staff who cater for your every need even outside of their jurisdiction. Excellent bathroom and very clean. A must stay!,March 2018,Definitely coming back again. Amazing place to bring your partner,Kisa
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"February 22, 2018","The location of this place is very far out of town.  There is nothing in the vicinity. The taxi drivers that the hotel called for us didn't speak English or French, and didn't know their way around town - it ended in annoyance both times.Also, I'm sorry to say, it's just too noisy for a pleasant stay. We stayed for 2 nights, and night 1 - at 4am I was woken by a Mosque, at 5am the preacher at the church next door started screaming through a megaphone, and by 8am the primary school was in full swing.  Megaphone praying lasted from 6am to 6pm, with no chance of quiet.  Night 2 - a football team arrived at around 7/8 in the morning and began screaming and shouting, banging on doors - and continued all day.I feel bad saying this because the owners are generally great and lovely people, but we didn't sleep for 2 days because of the noise so I think it's fair to warn others. The room was very nice - comfy bed, exceptionally clean (although no daily service of the room), and powerful shower.  The breakfast was really delicious (omelette, pancakes and fresh fruits), and it's also a great benefit to have a good restaurant on location - the night we arrived we enjoyed drinks and nice fish and meat kebabs for dinner.  The staff are very, very friendly - although yes, you should speak French to communicate well with them.",February 2018,"Lovely owners, good facilities, incredibly noisy",Gabriella
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"October 1, 2017","Staff had issues with English speaking, since it's a French speaking country. frooms need optional power plugs to suit some devices. Place is quiet, really clean rooms, comfortable  bed. staff are friendly and ready to help. food was well cooked! the Wi-Fi is amazing !",September 2017,Nice Place!!,Paul
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"April 7, 2019",bathroom missing important things (shataf ) None,April 2019,bathroom missing important things (shataf ),Wael
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"April 4, 2019","Took nearly an hour to pay on departure, card machine didnt work so had to use the last of my emergency dollars ;-{ None",March 2019,"Took nearly an hour to pay on departure, card machine didnt...",Cheetah-man
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"March 17, 2019",No AC or electricity for some time. Ful of mosquitoes. Breakfast was late daily. Fire alarm went off two of three mornings Some of the staff was nice,March 2019,Did not met expectations . Do not recommend,Hani
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"January 26, 2019",None Overall it is a good place to rent a room,January 2019,Overall it is a good place to rent a room,Ahmed
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"December 24, 2018",None We met wonderful staff (Patrick and Fidel) that were very supportive and answered all the questions that we had.,December 2018,Just come and experience the best that Kigali has to offer.,Jonathan
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"December 17, 2018","Shuttle late for pick up at airportNoise from neighbourhoodTV not workinglack of variety at breakfast fair price",December 2018,Fair,Henry
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 24, 2019","My second stay here confirmed my first impressions. Felt like home away from home. Clean, good internet connection, great food at the restaurant, a small functioning gym, and the highlight, great staff. It will be unfair not to pick out JEAN DE DIEU, the housekeeper and Nassy at the Concierge who made my stay very memorable with their readiness to assist at all times. Thank you all so much! About everything, but the staff generally is what gives the hotel the standard it has",April 2019,Even my second stay felt like home away from home! Great value for money!,Kingsley
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"November 27, 2018",None Friendly staff,November 2018,Friendly staff,Rajashekara
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"November 5, 2018","None It was a quiet place, with friendly and hospitable staff. Will definitely return.",November 2018,"It was a quiet place, with friendly and hospitable staff.",Simon
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"August 27, 2018","None The staff are very helpful, the rooms are clean, the wifi is available all the time. I would surely visit it again when i come back to Kigali",August 2018,Highly recommended,Mohammed
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"August 7, 2018","Nil I am pleased with the management and manager Mr Patrick who is very courteous.Asante sana, merci boucoup",August 2018,Good to be at anthurium residential hotel,Kennedy
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"July 2, 2018",None Their food and service,June 2018,Nice place to stay in Kigali,Ken
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"June 19, 2018",The breakfast. The friendly staff and nice view.,May 2018,The friendly staff and nice view.,Anonymous
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"April 15, 2018","None Payment was easy as cash was paid at the hotel. The staff were great! Helpful and attentive to our requests.",April 2018,Excellent!,L
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"April 11, 2018","Location is pretty far from lots, but a quick moto taxi ride to sights Very clean, spacious room",April 2018,Good stay,Phoebe
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 24, 2019",The intercom was not functional during my visit so communicating with house keeping and front desk was via email( still got attended to tho) Room was very spacious and bed was good with very nice city view. Staffs really nice and welcoming,April 2019,Room was very spacious and bed was good with very nice city...,Tayo
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 18, 2019","No air conditioning in the room only air cooler and it can get dam hot, Breakfast wasn't the best mostly catered for Asians. There was nothing English or African breakfast buffet. Eggs & Muffins were the only things I can remember that are recognised as breakfast items. The toilet cistern. I am not really sure the person who designed it was sitting on a cloud when he or she did. The way it flushes is subject to a lot of blockages. I know I defecate solid faeces, The toilets in this hotel or should I say in my room are for people with weak faeces (liquid state). Let me leave that here you will see when you get there yourself. Linen that should be white it's yellow. The location of the hotel is excellent, The friendly staff and the best complimentary service, the airport shuttle. The gentleman was on time for my pick up. The rooms were larger & high ceilings, massive corridors the hotel thought of everything when it comes to amenity's, nothing left out. Great downtown and mountain views of Kigali. Wifi is great, Good wifi service everywhere in the hotel.  Excellent service, Yes I would stay here again in winter. No airconditioners in the rooms",April 2019,"My stay here was great. Great service, good people great vibe",Thokozani
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 18, 2019","I didn't like the fact that packed breakfast was not ready for us when we were about to leave. We had to wait a while for the lady who went to make packed breakfast for us and we started panicking thinking we would miss our flight. We ended up leaving without taking our juice as this was not ready either.  Everything else was good. The staff were very friendly and nice and professional. The room was beautiful, clean and worth the price. Overall , appart from the breakfast incident, it was a nice experience and I would book again",April 2019,Everything else was good.,Gisele
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 16, 2019","The bed was only ok. After5 days of trekking we were looking forward to comfort and a bathtub. Their website lists tubs and when we arrived we found that none of the rooms had tubs. The shower leaked and the bathroom floor was almost always covered in water. Out of 4 showers (2 each) only one of them was warm/hot... I had 2 cold showers.  We spent only one of our two nights there and left to spend the second night at the Marriott. It was a little too basic for us. The redeeming thing about this hotel was the Bamboo restaurant. Breakfast was included and was great. We also ate dinner there and had great (strong) happy hour drinks, and the best Chinese food I’ve had in forever!!",April 2019,The redeeming thing about this hotel was the Bamboo...,Carol-ann
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 9, 2019","the beef sausage at breakfast didn't taste nice,they could include chicken sausage The hotel room was very spacious,it was in the centre of the city,you could stroll around the neighbourhood and see the city,breakfast was good.very friendly and helpful staff especially the concierge guy that picked us at the airport ,Daniel was such a friendly guy and so nice,very professional, Fred at the egg station was a great guy,All the staff's were great and professional, kudos to the entire team,my husband and I had a great time at the hotel.",April 2019,Amazing and wonderful,Idowu
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 7, 2019","None What a nice respite in the heart of the city! The rooms are very comfortable, especially now that they have been renovated. But it's the staff that makes this such a wonderful hotel to stay in. Every day we were greeted by Adeline and the others at the front desk as we entered the lobby. Bright did an excellent job of driving us from the airport to the hotel. Geoffrey, among many others, was a wonderful waiter, who accommodated our meetings at the Bamboo Restaurant with many friends in Kigali. Our omelet chef made our breakfasts super nice. Wish we remembered everyone's name because the whole staff is amazing.",April 2019,Wonderful respite in the heart of the city.,Michael
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 3, 2019",Mattress was old and springy. Bathroom had toilet that clogged twice during our stay; shower drain was clogged (both clogs were repaired in request). Internet in room cut out. Water damage visible on wall near bathroom. Location in a noisy part of town. Many individuals approach you asking for money as soon as you walk out of the hotel. Rooftop restaurant at hotel was nice. Pretty good Chinese food. Decent gym.,April 2019,Not recommended - maybe try dinner here then stay elsewhere.,Anonymous
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"April 3, 2019","I found one cockroach in the bathroom. The staff were extremely helpful and friendly. Hotel room was decent and the breakfast was ok. The airport pickup service was really helpful, I appreciated it a lot.",March 2019,"A decent hotel for its price, and I really appreciated the pickup service.",Young-Ji Kim
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"April 2, 2018",Food could be better Friendly and helpful staff,April 2018,Great experience,Mirko
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"March 18, 2018",Staff Good service quiet place verry good hospitality,March 2018,"I stayed with peacefully of mind , was in good hands with All staff",Talal
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"March 12, 2018","None The Room was very Clean, the Staff were extremely Friendly & Helpful and the Bed was very comfortable.",March 2018,I Had a wonderful time. Will definately come back.,Christopher
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"January 12, 2018",None Nice place to be. Staffs are so nice and owner is wonderful. I'm coming back.,January 2018,Nice place to be.,Oluwadare
Anthurium Residential Hotel,https://www.booking.com/hotel/rw/anthurium-residential.html,"September 19, 2017","Can't think of anything. Very clean, well-lit room. Excellent shower. Bathroom amenities.",September 2017,Sweet little hotel,Steven
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 31, 2019","The lift/elevator seems to be forgotten in the cleaning routine - it was quite dirty.
The air conditioning unit was all in chinese hence difficult to operate. The staff are extremely courteous and helpful
The rooms are clean, spacious and have a great view
The location in the city centre is great
Total value for money.",March 2019,"The staff are extremely courteous and helpful
",William Njoroge
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 29, 2019","Breakfast was not great. But considering the room cost I can consider fair. The only problem for me is, because it is a chinese constrution, despite quality was very resonable and good for the cost, there is always a strange smell everywhere The staff was really friendly and helpful. The room was better than I expected considering the cost. Matches the pictures on the site. Location was also nice. Free shuttle from and to airport is very convinient and free os cost is a plus.",March 2019,Very good relation cost - quality. Amazing friendly and helpful staff. For sure I would come back.,vtonelo
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 28, 2019",No air-conditioning; no drinking water in fitness centre; toilets block up frequently; constant construction noise during the day; no hand towels unless you ask Fred at breakfast egg station was friendly and efficient,March 2019,Never again,Albie
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 23, 2019","None All the staff were extremely friendly and helpful at the hotel.
The a joining Bamboo Restaurant again the staff were excellent.Food delicious 
Friends made.
Love you all, many thanks 
Marg and Reese",March 2019,A Wonder in Rwanda ,Margaret
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 18, 2019","The music in the dinning-hall is too monotonous. The same songs are played over and over again for almost the whole day. I suggest that there be music for breakfast, lunch and from late in the afternoon. I have also made some few friends with other guests during my short stay with you. The Rwandan people are just marvellous. I was warmly welcome by all the people. The following people made my stay even more enjoyable: Vedaste, Bella (at reception), Hyacinthe and Fred (breakfast). These four people are the reason for my coming back to this hotel not long. I have already recommended the hotel to quite a few friends who are interested in coming with me soon.",March 2019,2000 Hotel will always be my number 1 hotel whenever I visit Kigali.,Abram
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 16, 2019","I fell in love with their facilities....it's ok...although the weather is cold but they can improve on their Air conditioning unit.. The staff were accommodating, staff like Bella, Cynthia, Ines, Eugene(House keeper), infact the entire receptionists...I did extend my stay till Friday the 15th because I was welcomed...thank you all!",March 2019,A true experience in Kigali City at 2000Hotel,Adewole
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 16, 2019","Could use fumigation, spotted cockroaches within the room The rooms are large, the toiletry sufficient, staff are friendly and flexible, the breakfast is really great with a really nice restaurant",March 2019,"The stay was ok, expectations met",Beatrice
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 12, 2019","My headphones were stolen from my room. Upon identifying this to staff they were not helpful. After blaming me for losing the headphones they presented me with inaccurate CCTV stills. After asking to recheck the CCTV it was obvious the headphones were left in the room and then taken before my return. The manager reimbursed the value of the headphones in the end after more of my time being wasted than necessary.
The front of house staff were overall disinterested and unhelpful. The phones at reception did not work. The safe was not working and the TV broke twice. The wifi also broke.  Bruce the concierge was the main positive of the hotel. He was helpful and responsive and the only person at the hotel who seemed to care about looking after us. The airport transfer was also helpful.",March 2019,Poor experience and missing personal items,Jaivir
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 12, 2019","Hi, our only complaint was the quality and aesthetics and cleanliness of the hotel lobby. We almost left based on the appearance of the lobby alone. But the rooms were much better and we did not have a complaint about them. The Staff were friendly and accommodating.",March 2019,The Staff were friendly and accommodating.,Anonymous
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 7, 2019","On my first night I was put im a room with a dangerously broken bed...I had to insist several times that my room be changed  Staff were good. Easy acess to groceries, taxis. 
Shops close by. Great view of the hills that surround Kigali",March 2019,Reasonable prices and good location ,Zipporah
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"March 2, 2019","The location is not the best but you are 2 minutes from the best area and save money 
Can take taxi anywhere  Great price for what you get 
The staff great
Free airport shuttle and it is far 
other hotels charge 90 usd round trip here is free 
The room is great 
The rest bamboo lovely you will love it ",March 2019,"Great price for what you get 
",NICKVZLA
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 26, 2019","The smell around the hotel especially the ground floor and the lift. The breakfast, friendly staff and the room looked just like the image i saw online",February 2019,I enjoyed my stay in Kigali and the room is neat and big not forgetting the amazing breakfast.,Lynda
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 25, 2019",None It was a great hotel in an excellent location. The bed was extremely comfortable. The room cleaning staff was very helpful. The views from my room were spectacular.,February 2019,I would definitely stay here again. A great hotel for tourists traveling to Kigali...,Amitava
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 24, 2019","Stayed at this hotel two nights. For those who consider stars, please, be informed this is not a four star hotel at all. I would say it’s even less than three.  Dear owner, cockroaches are not acceptable in 4 star hotels. In the hotel’s description it’s written black and white that spa and wellness center is available but, unfortunately, you will not find it in the hotel. On the 7th floor very close to the reception counter there is a “room” where you may get massage for free as I was told and some other stuff from Chinese medicine (seems that this corner is run by guys from China). As soon as I walked inside of this room to ask about services provided I smelt rotting garbage. Once I realized that the guy didn’t understand anything about spa I run out of that place. There are some advantages this hotel has - it’s located in downtown, quite close to main places of interest, the room which I had was very spacious, stuff is friendly and helpful.",February 2019,There is not a question in my mind that I will avoid staying at this hotel again.,Андрей
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 24, 2019","None Amazing staff. Amazing large room with great bathroom. Breakfast is great. Food at the restaurant of the hotel is very tasty.Internet is excellent. I was also able to check in early in order to have a skype call from my room.",February 2019,Very confortable,Mélodie
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 21, 2019","Even though I was on the 12th floor, the street noise/music at night made it hard to sleep until around midnight when it stopped. The location is convenient in the city center and the hotel had all of the amenities I needed - free airport transfer, very good wifi, and a great breakfast. The room was clean and comfortable, with modern fixtures. It's a Chinese hotel, so the restaurant has delicious Chinese food (including noodles at breakfast).",February 2019,Convenient in the city center,jlw28
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 20, 2019","Occasionally odd housekeeping things - towels disappeared, robe disappeared. Some staff less friendly. COnvenient restaurant with good hours. Receptive housekeeping staff. Good location, nicely decorated chinese-style hotel! Breakfast starts even earlier than advertised which is nice.",February 2019,"Good location, clean comfortable room and a great breakfast for reasonable rate.",Jonathan
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 20, 2019","Air conditioner in the room would have made it better. Though a water-cooler fan was provided, it was a bit noisy and not very effective for the whole room. Closed wardrobe would have made the room look neater. The breakfast spread was very good in both veg and non-veg varieties. The central location was excellent and very convenient.",February 2019,The breakfast spread was very good in both veg and non-veg...,Mukesh
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 12, 2019","Different floors may have quite  different cleanness and facilities maintenance Great breakfast, Nice staff and Free airport pickup service !(Claude did the room cleaning very well!)",February 2019,"Great breakfast, Nice staff and Free airport pickup service !",Tsunyo
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 9, 2019","Great location, value for money, just one important notice since it's a Chinese owned hotel, 90% Chinese dishes.  Rooms are big and very friendly staff. I will love to stay again in my next visit to kigali. Best part of the hotel is free airport shuttle. ",February 2019,Amazing,Zain Noorain
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 6, 2019","1) The staff keep me waiting for drinking water and they didn't bring me anything. I was thirsty and I couldn't have drinkable water.
2) My bathroom was dirty when I first arrived. The services are very slow. The room is bigger than a normal room. Which  is one. 
The bedroom is incredible and shower too.",February 2019,The room is bigger than a normal room.,Bruno
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 6, 2019","WiFi was only inside the room and not on other areas of the hotel. Loved the airport shuttle service and the fresh fruit especially the avocado😀The location was great too.",February 2019,Amazing!,Jacqueline
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"February 4, 2019","The bed was not soft. Linens were old and no longer white. The Heat! Its a hot country, the hotel needs to upgrade to a central cooling system. Location was okay, staff were nice and helpful. Nice pasta and eggs, the chef prepared with our taste.",February 2019,Good place to stay.,Mariam
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"January 21, 2019",Price is a bit steep as hotel need updating since 2000!! Very helpful staff. Great view of the city. Fab breakfast and good facilities. Great hotel restaurant. ,January 2019,Very helpful staff.,Ali
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"January 16, 2019","minimum facilities not available like intercom, noise control, swimming pool, spa facilities were rubbish, should have continental or vegeterain food. location was ok",December 2018,not to expectations,Samir
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"January 11, 2019","Not applicable as everything was as I needed it. Everything was beautiful!!!!! I love the fact that the airport shuttle option is provided for free compared to their competitors - this is definitely a winning factor! The individuals right from the guys that picked us up at the airport to the ladies at the concierge, to the ladies at the reception desk Audrey, Susan, Adeline to the guy that cleaned our room were the epitome of AMAZING customer service. They always served with a smile on their face! Ever ready to provide assistance even for the most basic task. The breakfast - Excellent and the staffs we encountered at Bamboo Restaurant were pleasant! Finally the rooms are as described and pictured in the listing - the views from my room was just a sight to behold - we had a mountain view = LOVELY! Overall I will recommend this place and definitely staying there again on my next visit.",January 2019,OMDZZZZZZZZZZ!!!!! one of my best hotel experiences in Africa.,Kehinde
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"January 7, 2019",None The hotel was a great value and in a great location. We were there for one night and the customer service was on point. After arriving I realized I had left my phone on the plane - Monique Audrey Adeline Susan was compassionate and arranged for me to take the hotel transport to and from the hotel. The breakfast was quite a nice surprise as well.,December 2018,The hotel was a great value and in a great location.,Rupali Dixit
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"January 7, 2019","The food in the restaurant is very chinese oriented, not much  other choices.  We enjoyed our stay at this hotel. The pick up from the airport in the middle of the night worked very well. The rooms are big, clean and the bed is comfortable. Good breakfast. They recommended us a good driver who took us to lake Kivu which was a lovely day trip. Staff was helpful and friendly. Would definitely come back. ",January 2019,Great hotel,Stefanie
2000 Hotel Downtown Kigali,https://www.booking.com/hotel/rw/2000.html,"January 7, 2019",Everything is always perfect at this hotel  Everything from the large choices to the welcome attitude of everyone. Bright was really kind at the airport as well. I could not get the names of the other staff on shift on that evening but they were all wonderful. Room was quiet and extremely comfortable. It is my fifth stay at this hotel and love it. If you have a membership card for regular customers let me know. That is the place to go to in Kigali for short stays. ,January 2019,"Again, I will come back... ",Florence
